0.809	0.260	0.367	0.367	0.100	0.100	0.100	0.100	0.500	0.100	0.100	0.260	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.900	0.633	0.100	0.100	0.100	0.100	0.900	0.900	0.633	0.900	0.300	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	
0.602	0.260	0.500	0.500	0.100	0.367	0.100	0.100	0.500	0.100	0.500	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	
0.442	0.260	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.500	0.800	0.214	0.500	0.633	0.500	0.100	0.500	0.367	0.900	0.300	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.900	0.500	0.100	0.100	0.100	0.100	0.900	0.900	0.633	0.633	
0.718	0.260	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.500	0.500	0.443	0.500	0.367	0.500	0.100	0.500	0.367	0.300	0.300	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.900	0.500	0.100	0.100	0.100	0.100	0.900	0.900	0.633	0.633	
0.697	0.260	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.500	0.500	0.329	0.100	0.367	0.900	0.100	0.500	0.367	0.500	0.300	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.300	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	
0.757	0.580	0.233	0.100	0.100	0.100	0.500	0.100	0.500	0.900	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.500	0.300	0.329	0.100	0.367	0.100	0.100	0.500	0.100	0.100	0.700	0.900	0.000	0.000	0.900	0.100	0.500	0.500	0.100	0.900	0.300	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	
0.900	0.580	0.233	0.100	0.100	0.100	0.500	0.100	0.500	0.900	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.700	0.200	0.100	0.100	0.100	0.500	0.100	0.500	0.900	0.100	0.100	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	
0.564	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.500	0.300	0.214	0.100	0.367	0.100	0.100	0.500	0.100	0.100	0.100	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	
0.772	0.580	0.233	0.100	0.100	0.100	0.500	0.100	0.500	0.900	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.500	0.600	0.443	0.500	0.900	0.500	0.100	0.500	0.367	0.300	0.300	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.900	0.500	0.100	0.100	0.100	0.100	0.900	0.900	0.633	0.633	
0.801	0.580	0.233	0.100	0.100	0.100	0.500	0.100	0.500	0.900	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.500	0.700	0.557	0.900	0.900	0.500	0.100	0.500	0.367	0.300	0.900	0.420	0.000	0.000	0.100	0.100	0.500	0.900	0.633	0.900	0.300	0.300	0.100	0.100	0.100	0.100	0.100	0.500	0.100	0.100	
0.701	0.580	0.233	0.100	0.100	0.100	0.500	0.100	0.500	0.900	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.500	0.300	0.329	0.100	0.367	0.100	0.100	0.500	0.100	0.100	0.300	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.900	0.500	0.100	0.100	0.100	0.100	0.900	0.900	0.633	0.633	
0.726	0.260	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.500	0.400	0.443	0.100	0.633	0.500	0.100	0.500	0.367	0.100	0.300	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.500	0.700	0.900	0.900	0.900	0.900	0.100	0.500	0.367	0.367	
0.591	0.260	0.633	0.367	0.100	0.367	0.100	0.100	0.500	0.100	0.900	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	
0.861	0.420	0.633	0.633	0.100	0.367	0.500	0.100	0.500	0.367	0.100	0.260	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.300	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.300	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	
0.765	0.260	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.300	0.300	0.329	0.100	0.100	0.100	0.100	0.500	0.100	0.100	0.300	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.300	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	
0.792	0.580	0.233	0.100	0.100	0.100	0.500	0.100	0.500	0.900	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.500	0.300	0.329	0.100	0.367	0.100	0.100	0.500	0.100	0.100	0.700	0.900	0.000	0.000	0.500	0.100	0.500	0.500	0.100	0.900	0.300	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	
0.558	0.260	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.500	0.700	0.329	0.500	0.367	0.500	0.100	0.500	0.367	0.700	0.900	0.420	0.000	0.000	0.100	0.100	0.500	0.900	0.633	0.900	0.300	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	
